City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,kochenevo,55.0218,82.202,10.66,37,80,3.47,RU,1684981948
292,aso,32.9551,131.0967,19.98,39,80,1.34,JP,1684981949
293,balabac,7.9868,117.0645,29.27,69,100,4.78,PH,1684981949
294,kalemie,-5.9475,29.1947,21.58,85,15,0.71,CD,1684981949
295,san patricio,28.017,-97.5169,26.61,77,53,3.07,US,1684981949
296,naifaru,5.4444,73.3657,28.92,73,82,3.66,MV,1684981949
297,bunyan,38.8463,35.8603,6.12,70,45,1.58,TR,1684981949
298,shaydon,40.6747,70.346,19.64,27,0,1.35,TJ,1684981950
299,kargasok,59.0556,80.8572,11.2,40,51,3.74,RU,1684981950
300,mahajanga,-15.7167,46.3167,19.01,100,20,2.57,MG,1684981950
301,ilebo,-4.3167,20.5833,21.43,92,35,0.57,CD,1684981950
302,kingston,17.997,-76.7936,28.53,80,20,1.54,JM,1684981720
303,ulsteinvik,62.3432,5.8487,8.51,81,72,8.94,NO,1684981951
304,redlands,34.0556,-117.1825,21.91,68,0,5.14,US,1684981951
305,chicoana,-25.1009,-65.5331,17.81,87,0,1.08,AR,1684981951
306,lagawe,16.8,121.1192,29.79,69,88,2.0,PH,1684981952
307,shahrak,34.1074,64.3052,12.8,42,0,3.9,AF,1684981952
308,gaspe,48.8334,-64.4819,9.12,100,100,1.54,CA,1684981809
309,quellon,-43.1167,-73.6167,7.14,93,100,6.17,CL,1684981876
310,leiyang,26.4024,112.8591,27.21,75,69,3.62,CN,1684981952
311,tengrela,10.4869,-6.4097,24.05,75,98,1.75,CI,1684981952
312,nantucket,41.2835,-70.0995,13.06,98,100,2.06,US,1684981854
313,rio grande,-32.035,-52.0986,19.03,88,100,4.51,BR,1684981953
314,richards bay,-28.783,32.0377,18.17,85,4,5.8,ZA,1684981953
315,shingu,33.7333,135.9833,21.38,66,69,5.12,JP,1684981953
316,al 'amarah,31.8406,47.1396,32.94,26,100,5.89,IQ,1684981953
317,semera,11.501,41.201,26.6,64,3,5.24,ET,1684981954
318,ouani,-12.1322,44.4258,25.57,72,10,4.27,KM,1684981954
319,amga,60.8953,131.9608,11.77,42,85,2.42,RU,1684981954
320,uliastay,47.7417,96.8444,5.54,71,98,2.15,MN,1684981954
321,antsiranana,-12.2787,49.2917,22.09,90,8,1.89,MG,1684981955
322,tenno,39.9,139.9667,21.56,60,99,3.44,JP,1684981955
323,dakhla,23.6848,-15.958,18.28,87,99,6.87,EH,1684981955
324,kimbe,-5.5502,150.1429,25.04,94,100,1.76,PG,1684981955
325,farasan,16.7022,42.1183,31.06,68,1,1.44,SA,1684981955
326,virginia,37.5481,-77.4467,17.36,75,40,1.54,US,1684981804
327,zavoronezhskoye,52.8801,40.5526,15.71,95,99,2.2,RU,1684981956
328,vilyuchinsk,52.9306,158.4028,14.15,78,32,2.87,RU,1684981762
329,yeraliyev,43.2,51.65,23.6,45,68,3.57,KZ,1684981956
330,vavuniya,8.7514,80.4971,30.13,63,28,4.04,LK,1684981956
331,katsuura,35.1333,140.3,19.48,62,100,3.32,JP,1684981956
332,sukumo,32.9333,132.7333,22.59,52,39,3.39,JP,1684981956
333,kurtamysh,54.9103,64.4319,21.66,38,39,3.36,RU,1684981957
334,auki,-8.7676,160.7034,28.71,74,92,2.58,SB,1684981957
335,barra do bugres,-15.0725,-57.1811,21.79,65,100,1.26,BR,1684981957
336,dhidhdhoo,6.8833,73.1,29.0,73,4,3.75,MV,1684981958
337,shkurinskaya,46.5858,39.3599,16.95,91,98,1.35,RU,1684981958
338,akom ii,2.7833,10.5667,21.78,99,98,0.46,CM,1684981958
339,umba,66.6871,34.3429,9.89,75,93,2.66,RU,1684981958
340,tadine,-21.55,167.8833,22.64,54,95,6.25,NC,1684981958
341,benalla,-36.55,145.9833,11.28,39,100,5.19,AU,1684981959
342,howard springs,-12.497,131.047,29.34,28,13,2.16,AU,1684981959
343,lengshuitan,26.4111,111.5956,27.17,73,67,2.05,CN,1684981959
344,preobrazheniye,42.9019,133.9064,16.23,66,59,5.48,RU,1684981959
345,pirenopolis,-15.8525,-48.9592,20.27,70,11,2.47,BR,1684981959
346,popondetta,-8.7537,148.2534,23.34,99,100,1.32,PG,1684981959
347,tomaszow lubelski,50.4477,23.4162,11.73,90,30,1.96,PL,1684981960
348,cruzeiro do sul,-29.5128,-51.9853,19.73,86,21,2.14,BR,1684981960
349,dogonbadan,30.3586,50.7981,24.05,33,0,0.0,IR,1684981961
350,remire-montjoly,4.9167,-52.2667,25.02,94,75,1.03,GF,1684981961
351,severo-yeniseyskiy,60.3725,93.0408,4.41,53,58,3.47,RU,1684981961
352,livingston,55.9029,-3.5226,9.6,93,0,0.51,GB,1684981961
353,ocher,57.8904,54.7202,20.09,52,68,2.48,RU,1684981961
354,malpica,43.3228,-8.8105,15.19,73,92,6.02,ES,1684981961
355,cody,44.5263,-109.0565,17.12,66,20,4.12,US,1684981962
356,fortuna,40.5982,-124.1573,13.7,82,100,4.63,US,1684981797
357,lichtenburg,-26.152,26.1597,13.18,55,8,5.08,ZA,1684981962
358,sojat,25.9167,73.6667,30.38,53,32,9.19,IN,1684981962
359,zhangye,38.9342,100.4517,18.22,18,94,2.05,CN,1684981963
360,baikonur,45.6167,63.3167,21.97,31,0,6.64,KZ,1684981963
361,prince rupert,54.3161,-130.3201,15.05,66,0,5.14,CA,1684981817
362,val-d'or,48.1002,-77.7828,3.05,60,20,3.6,CA,1684981963
363,kunashak,55.7032,61.5498,17.5,44,25,3.25,RU,1684981963
364,coruripe,-10.1256,-36.1756,24.02,86,10,0.75,BR,1684981963
365,port moresby,-9.4431,147.1797,26.68,83,75,5.14,PG,1684981963
366,lop buri,14.7981,100.654,32.81,57,95,3.34,TH,1684981964
367,singkil,-7.9855,111.4161,28.87,65,21,2.7,ID,1684981964
368,flin flon,54.7682,-101.865,14.5,69,73,3.99,CA,1684981964
369,wurtulla,-26.7568,153.1256,24.06,61,0,1.34,AU,1684981964
370,rongelap,11.1635,166.8941,27.77,79,92,6.74,MH,1684981964
371,tyukhtet,56.5389,89.3011,7.76,43,11,2.57,RU,1684981965
372,hovd,48.0056,91.6419,11.37,44,13,4.92,MN,1684981965
373,saimbeyli,37.9863,36.0906,12.91,66,58,1.98,TR,1684981965
374,el calafate,-50.3408,-72.2768,-1.36,77,10,0.95,AR,1684981755
375,sandnessjoen,66.0217,12.6316,6.29,92,100,4.02,NO,1684981965
376,hutchinson,38.0608,-97.9298,20.96,82,0,2.57,US,1684981687
377,al kharijah,25.4514,30.5464,25.89,19,65,4.55,EG,1684981966
378,hilo,19.7297,-155.09,26.82,83,100,7.2,US,1684981666
379,vila franca do campo,37.7167,-25.4333,16.23,90,52,2.03,PT,1684981966
380,olinda,-8.0089,-34.8553,23.85,94,40,1.54,BR,1684981966
381,coyhaique,-45.5752,-72.0662,2.34,93,100,2.57,CL,1684981966
382,placido de castro,-10.3353,-67.1856,22.73,98,100,0.58,BR,1684981966
383,tamanrasset,22.785,5.5228,24.95,10,0,3.6,DZ,1684981966
384,napili-honokowai,20.9708,-156.6705,27.64,85,33,6.86,US,1684981966
385,conceicao da barra,-18.5933,-39.7322,21.04,89,17,2.61,BR,1684981967
386,mordovo,52.0834,40.77,15.27,93,100,2.9,RU,1684981967
387,saint-pierre,-21.3393,55.4781,22.82,64,0,2.57,RE,1684981772
388,greymouth,-42.4667,171.2,13.44,76,76,1.01,NZ,1684981967
389,adre,13.4667,22.2,31.17,28,90,3.25,TD,1684981967
390,moussoro,13.6408,16.4901,31.26,35,63,3.04,TD,1684981967
391,marsh harbour,26.5412,-77.0636,25.64,75,80,4.88,BS,1684981967
392,luderitz,-26.6481,15.1594,12.34,85,34,2.81,NA,1684981736
393,hasaki,35.7333,140.8333,22.94,56,100,2.43,JP,1684981761
394,puerto aysen,-45.4,-72.7,4.5,99,100,3.79,CL,1684981967
395,bealanana,-14.55,48.7333,14.23,98,3,0.88,MG,1684981968
396,byron bay,-28.65,153.6167,23.73,56,0,4.25,AU,1684981955
397,al mindak,20.1588,41.2834,16.78,50,1,2.52,SA,1684981968
398,sao vicente,-23.9631,-46.3919,23.48,26,32,1.36,BR,1684981968
399,cam pha mines,21.0167,107.3,28.09,76,100,2.76,VN,1684981968
400,urumqi,43.801,87.6005,19.53,24,0,4.0,CN,1684981782
401,villa gesell,-37.2639,-56.973,17.25,97,97,2.67,AR,1684981965
402,mutsu,41.2894,141.2169,19.95,47,12,4.08,JP,1684981968
403,dadukou,26.5479,101.7054,31.5,32,69,1.17,CN,1684981969
404,nemuro,43.3236,145.575,11.6,74,0,6.36,JP,1684981969
405,shira,54.4911,89.9531,8.74,42,38,4.13,RU,1684981974
406,springbok,-29.6643,17.8865,6.2,88,8,2.17,ZA,1684981974
407,achacachi,-16.05,-68.6833,5.37,49,23,2.13,BO,1684981974
408,kourou,5.1552,-52.6478,25.03,92,100,2.51,GF,1684981803
409,alofi,-19.0595,-169.9187,23.94,83,75,2.57,NU,1684981974
410,seydi,39.4816,62.9137,25.73,14,0,5.62,TM,1684981974
411,polyarnyy,69.1989,33.4478,11.05,69,100,7.78,RU,1684981753
412,columbus,39.9612,-82.9988,17.61,65,75,7.72,US,1684981941
413,beykonak,36.3257,30.303,18.63,73,9,0.73,TR,1684981975
414,mazamari,-11.3258,-74.5308,20.08,98,82,1.0,PE,1684981975
415,as sulayyil,20.4607,45.5779,29.14,24,70,3.24,SA,1684981975
416,vadso,70.0744,29.7487,10.49,76,20,5.14,NO,1684981975
417,sydney mines,46.2367,-60.2177,6.55,92,100,5.14,CA,1684981975
418,guerrero negro,27.9769,-114.0611,16.11,78,6,6.64,MX,1684981852
419,axim,4.8699,-2.2405,26.39,84,100,3.03,GH,1684981975
420,weinan,34.5036,109.5089,20.42,64,100,1.92,CN,1684981975
421,kashgar,39.4547,75.9797,18.56,48,75,3.0,CN,1684981975
422,adrar,20.5022,-10.0711,25.16,51,100,3.85,MR,1684981975
423,guadalupe y calvo,26.1,-106.9667,11.97,36,100,1.06,MX,1684981976
424,arica,-18.475,-70.3042,19.13,77,100,2.57,CL,1684981976
425,ampanihy,-24.7,44.75,14.22,80,0,2.84,MG,1684981976
426,benghazi,32.1167,20.0667,21.66,59,75,7.78,LY,1684981976
427,rosarito,32.3333,-117.0333,16.81,72,0,2.89,MX,1684981976
428,el nido,11.1858,119.3956,29.79,68,94,2.1,PH,1684981976
429,motueka,-41.1333,173.0167,15.05,68,1,1.88,NZ,1684981976
430,plouzane,48.3833,-4.6167,11.03,97,1,2.57,FR,1684981976
431,shiqiao,22.9374,113.3606,30.56,70,90,3.44,CN,1684981976
432,besikduzu,41.052,39.2284,14.94,86,79,1.34,TR,1684981976
433,farsala,39.2947,22.3847,17.96,73,4,0.89,GR,1684981976
434,tomatlan,19.9333,-105.25,26.11,57,86,0.72,MX,1684981976
435,mitsamiouli,-11.3847,43.2844,26.29,67,12,2.57,KM,1684981977
436,mahina,-17.5065,-149.489,28.87,65,20,4.12,PF,1684981977
437,sakakah,29.9697,40.2064,23.76,38,14,1.21,SA,1684981977
438,rundu,-17.9333,19.7667,15.25,36,0,1.39,NA,1684981977
439,bugana,7.9992,7.5836,24.97,90,97,1.11,NG,1684981977
440,poso,-1.3959,120.7524,26.48,83,90,2.14,ID,1684981977
441,tuineje,28.3237,-14.0472,16.88,82,15,2.43,ES,1684981977
442,vuktyl,63.8567,57.3094,18.62,55,80,3.89,RU,1684981977
443,altamont,42.2068,-121.7372,21.91,31,0,6.17,US,1684981977
444,walvis bay,-22.9575,14.5053,13.38,100,7,0.51,NA,1684981977
445,ruteng,-8.6136,120.4721,24.19,58,16,0.95,ID,1684981977
446,tarawa,1.419,172.984,30.05,84,40,1.03,KI,1684981977
447,lethem,3.3803,-59.7968,25.33,86,68,2.73,GY,1684981978
448,vale da amoreira,39.0697,-7.6985,15.2,65,5,1.43,PT,1684981978
449,labrador city,52.9463,-66.9114,-0.05,69,0,3.09,CA,1684981750
450,ambodifotatra,-16.9833,49.85,24.07,81,75,7.41,MG,1684981978
451,pumiao,22.75,108.4833,29.22,73,100,4.83,CN,1684981978
452,qa'en,33.7265,59.1844,20.33,30,0,2.9,IR,1684981978
453,sola,-13.8833,167.55,26.46,74,98,9.55,VU,1684981978
454,oleksandrivka,48.9634,32.2349,14.16,96,6,2.59,UA,1684981978
455,karratha,-20.7377,116.8463,26.57,21,4,8.22,AU,1684981978
456,hillsboro,45.5229,-122.9898,23.23,48,0,4.63,US,1684981792
457,makhambet,47.6667,51.5833,24.46,22,67,7.9,KZ,1684981978
458,matoury,4.8483,-52.3317,24.98,94,75,1.03,GF,1684981979
459,ko lanta,7.5336,99.0865,29.6,73,96,5.67,TH,1684981979
460,puerto maldonado,-12.6,-69.1833,21.92,99,97,1.0,PE,1684981979
461,shimoda,34.6667,138.95,20.61,68,100,3.32,JP,1684981979
462,mar del plata,-38.0023,-57.5575,15.61,99,100,1.79,AR,1684981784
463,mugia,43.1041,-9.2179,14.39,84,40,8.15,ES,1684981979
464,haiku-pauwela,20.9219,-156.3051,27.01,67,40,9.77,US,1684981979
465,tsetserleg,47.475,101.4542,7.38,49,95,5.33,MN,1684981979
466,qamdo,31.1667,97.2333,10.36,25,2,2.9,CN,1684981979
467,xilin hot,43.9667,116.0333,15.84,49,95,9.02,CN,1684981979
468,cova figueira,14.8905,-24.2934,20.48,84,100,5.9,CV,1684981980
469,cill airne,52.05,-9.5167,9.03,97,12,1.32,IE,1684981980
470,arenapolis,-14.4503,-56.8461,22.0,66,98,0.88,BR,1684981980
471,las heras,-46.5419,-68.9359,4.81,56,0,11.68,AR,1684981980
472,kailua-kona,19.6406,-155.9956,27.98,79,75,5.14,US,1684981980
473,surin,14.8818,103.4936,25.21,52,100,4.65,TH,1684981980
474,betio village,1.358,172.9211,30.02,74,100,1.02,KI,1684981980
475,gurinhem,-7.1239,-35.4244,21.88,95,2,2.06,BR,1684981980
476,sao joao do piaui,-8.3581,-42.2467,23.28,75,7,3.07,BR,1684981980
477,san pedro pochutla,15.7333,-96.4667,29.28,74,92,2.96,MX,1684981981
478,saint-tropez,43.2693,6.6398,17.12,89,88,3.94,FR,1684981981
479,tual,-5.6667,132.75,27.42,73,65,10.38,ID,1684981981
480,bodo,67.28,14.405,7.02,79,75,13.89,NO,1684981981
481,palm beach,26.6503,-80.4498,23.32,89,93,1.4,US,1684981981
482,volodarskiy,46.4013,48.5409,19.99,52,15,7.82,RU,1684981981
483,altai,46.3722,96.2583,8.64,35,70,2.75,MN,1684981981
484,san ignacio de velasco,-16.3667,-60.95,23.82,70,100,2.12,BO,1684981982
485,ketchikan,55.3422,-131.6461,17.26,48,40,4.63,US,1684981982
486,naze,28.3667,129.4833,23.51,67,46,4.22,JP,1684981857
487,ivins,37.1686,-113.6794,30.62,13,19,2.68,US,1684981983
488,christchurch,-43.5333,172.6333,17.96,63,87,5.14,NZ,1684981746
489,zag,46.9441,99.165,7.67,39,100,4.61,MN,1684981983
490,katsuren-haebaru,26.3369,127.8719,27.43,69,20,3.6,JP,1684981984
491,shizunai-furukawacho,42.3339,142.3669,14.04,71,6,3.85,JP,1684981984
492,klamath falls,42.2249,-121.7817,21.95,32,0,6.17,US,1684981855
493,amursk,50.2261,136.8994,23.1,47,34,5.01,RU,1684981985
494,willemstad,12.1084,-68.9335,26.95,89,20,5.14,CW,1684981742
495,tafuna,-14.3358,-170.72,29.97,84,75,3.6,AS,1684981985
496,mabaruma,8.2,-59.7833,23.7,99,58,1.22,GY,1684981986
497,florence,43.7667,11.25,16.83,96,0,0.51,IT,1684981986
498,maintirano,-18.0667,44.0167,19.36,81,0,3.32,MG,1684981986
499,winneba,5.3511,-0.6231,26.74,84,100,3.33,GH,1684981986
500,kapa'a,22.0752,-159.319,27.99,71,40,5.66,US,1684981763
501,swan hill,-35.3378,143.5544,19.01,26,100,7.8,AU,1684981987
502,moengo,5.6167,-54.4,24.18,98,100,0.92,SR,1684981987
503,punta del este,-34.9667,-54.95,19.37,90,100,1.54,UY,1684981925
504,tanguieta,10.6212,1.2665,25.11,80,100,2.38,BJ,1684981987
505,hasparren,43.3838,-1.305,16.15,88,100,5.66,FR,1684981988
506,ceeldheer,3.8488,47.1806,26.68,78,99,4.14,SO,1684981988
507,morehead city,34.7229,-76.726,18.02,74,75,3.6,US,1684981988
508,phan thiet,10.9333,108.1,32.76,56,100,5.38,VN,1684981988
509,palikir - national government center,6.9248,158.1611,31.47,66,75,5.14,FM,1684981988
510,pointe aux piments,-20.0628,57.5131,23.62,72,4,2.66,MU,1684981988
511,nova vicosa,-17.8919,-39.3719,23.78,79,6,5.0,BR,1684981989
512,lompoc,34.6391,-120.4579,16.68,76,75,4.47,US,1684981932
513,tommot,58.9564,126.2925,15.04,38,23,0.96,RU,1684981989
514,sorong,-0.8833,131.25,28.91,77,19,6.32,ID,1684981989
515,mana,5.6592,-53.7767,25.6,93,100,2.49,GF,1684981990
516,kuqa,41.7278,82.9364,20.89,28,100,3.4,CN,1684981990
517,zouerate,22.7187,-12.4521,23.83,37,100,1.5,MR,1684981990
518,kainantu,-6.2887,145.8655,16.92,97,100,0.87,PG,1684981990
519,yambio,4.5721,28.3955,19.55,96,99,1.8,SS,1684981991
520,egilsstadir,65.2653,-14.3948,4.95,60,40,4.63,IS,1684981734
521,susanville,40.4163,-120.653,19.91,34,75,3.09,US,1684981991
522,san fernando de apure,7.8878,-67.4724,25.59,89,99,0.2,VE,1684981991
523,selkirk,50.1436,-96.8845,17.08,58,80,2.24,CA,1684981991
524,yaren,-0.5472,166.916,28.57,69,97,0.76,NR,1684981977
525,deogarh,21.5333,84.7333,37.9,24,6,2.18,IN,1684981992
526,labytnangi,66.6572,66.4183,14.65,54,2,4.4,RU,1684981993
527,pul-e khumri,35.9446,68.7151,26.59,26,27,0.87,AF,1684981993
528,galveston,29.3669,-94.9669,27.25,82,0,0.0,US,1684981993
529,valognes,49.5088,-1.4705,11.66,87,0,2.06,FR,1684981994
530,bandon,51.7469,-8.7425,13.77,96,0,3.14,IE,1684981994
531,sosnovka,56.255,51.2842,19.67,53,7,2.62,RU,1684981994
532,kendari,-3.945,122.4989,26.92,85,100,0.05,ID,1684981758
533,ulanhot,46.0833,122.0833,24.87,29,80,10.79,CN,1684981968
534,south hedland,-20.4089,118.5983,27.96,16,0,8.75,AU,1684981994
535,hastings,50.8552,0.5729,10.85,48,1,4.48,GB,1684981852
536,ancud,-41.8697,-73.8203,10.43,77,93,10.63,CL,1684981906
537,sao felix do xingu,-6.6447,-51.995,22.41,92,100,1.01,BR,1684981995
538,esikhaleni,-28.871,31.8996,16.9,81,5,5.46,ZA,1684981995
539,baie-comeau,49.2168,-68.1489,10.82,58,40,5.14,CA,1684981917
540,miranda,3.2499,-76.2281,22.07,95,100,1.2,CO,1684981995
541,caleta de carquin,-11.0925,-77.6267,21.28,83,72,4.48,PE,1684981996
542,la mana,-0.9333,-79.2167,24.22,95,100,0.37,EC,1684981996
543,al wakrah,24.85,51.3333,28.05,26,93,2.15,QA,1684981996
544,daru,-9.0763,143.2092,25.33,88,100,7.17,PG,1684981996
545,livron-sur-drome,44.7731,4.8471,13.58,81,20,3.83,FR,1684981996
546,deqen,29.9618,90.7188,11.15,51,98,3.05,CN,1684981996
547,doka,13.5167,35.7667,29.65,26,10,2.05,SD,1684981996
548,obo,5.3998,26.4869,20.03,93,28,1.53,CF,1684981996
549,ocean shores,46.9737,-124.1563,16.88,83,0,5.14,US,1684981997
550,taco pozo,-25.6167,-63.2833,24.54,68,100,2.06,AR,1684981997
551,mont-laurier,46.5501,-75.4993,6.79,74,42,1.97,CA,1684981997
552,ugoofaaru,5.6667,73.0,29.0,72,47,3.25,MV,1684981997
553,acapulco de juarez,16.8634,-99.8901,29.9,70,40,4.63,MX,1684981701
554,vung tau,10.346,107.0843,30.82,67,76,5.91,VN,1684981998
555,fomeque,4.488,-73.8975,19.42,98,100,0.67,CO,1684981998
556,belen,36.4891,36.2233,11.08,82,0,0.51,TR,1684981998
557,saint-philippe,-21.3585,55.7679,22.77,89,100,4.29,RE,1684981970
558,karabash,55.4808,60.2157,18.0,36,24,1.55,RU,1684981999
559,center,31.5107,-96.4247,24.22,75,40,2.57,US,1684981999
560,labasa,-16.4167,179.3833,24.87,81,100,3.37,FJ,1684981999
561,singaparna,-7.3515,108.111,27.85,58,33,1.95,ID,1684982000
562,minas de marcona,-15.2119,-75.1103,15.01,87,59,4.57,PE,1684981746
563,vernon,50.2581,-119.2691,18.2,54,100,1.54,CA,1684982000
564,newman,37.3138,-121.0208,24.6,46,1,4.02,US,1684981763
565,northport,33.229,-87.5772,20.5,89,0,0.0,US,1684982000
566,castillos,-34.1667,-53.8333,20.55,81,100,2.05,UY,1684982000
567,le lavandou,43.137,6.366,17.5,89,84,2.06,FR,1684982000
568,macenta,8.5435,-9.471,20.85,99,100,0.1,GN,1684982001
569,margate,51.3813,1.3862,10.94,81,2,1.34,GB,1684982001
570,riyadh,24.6877,46.7219,27.08,34,28,5.18,SA,1684981931
571,ad dawadimi,24.5077,44.3924,24.64,26,95,2.23,SA,1684981867
572,longonjo,-12.9067,15.2533,13.43,50,23,0.77,AO,1684982001
573,benjamin aceval,-24.9667,-57.5667,23.08,77,0,3.07,PY,1684982001
574,vernal,40.4555,-109.5287,19.84,34,0,6.17,US,1684982002
575,catriel,-37.8791,-67.7956,10.54,51,18,2.39,AR,1684982002
576,port macquarie,-31.4333,152.9167,23.27,36,8,3.48,AU,1684981763
577,suva,-18.1416,178.4415,24.71,69,75,2.06,FJ,1684982002
578,pindobacu,-10.7417,-40.3608,19.62,98,66,2.02,BR,1684982002
579,olyokminsk,60.3736,120.4264,14.85,27,83,3.99,RU,1684982002
580,kruisfontein,-34.0033,24.7314,13.51,52,47,1.2,ZA,1684982003
581,soio,-6.1349,12.3689,24.57,91,74,3.28,AO,1684981982
